STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,SIZE_CLASS,Employment size class,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,UNIT_MULT,Unit multiplier,TIME_HORIZON_USE,Time horizon,DECIMALS,Decimals,BREAKDOWN_V7,V7 Breakdowns
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2023,,92.568,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2020,,89.2255,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2020,,10.0876,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2018,,87.8312,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2024,,22.297900000000002,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2017,,82.1399,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2015,,79.74560000000001,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2019,,47.295300000000005,,B,Time series break,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2021,,2.3304,,B,Time series break,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,TUR,Türkiye,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2019,,88.19019999999999,,B,Time series break,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2016,,97.1822,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2020,,11.4802,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2020,,95.5608,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2018,,95.834,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2019,,94.8126,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2017,,94.92620000000001,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2015,,95.0447,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2016,,94.1792,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2018,,95.32770000000001,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2020,,92.2112,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2020,,4.8588,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2019,,94.03869999999999,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2017,,81.36149999999999,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2015,,78.1056,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2016,,80.6342,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2018,,79.3041,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2020,,3.7024,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2020,,81.43860000000001,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2019,,81.7794,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,GBR,United Kingdom,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2017,,95.6686,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,USA,United States,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2018,,3.487427927,,B,Time series break,D,Definition differs,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,USA,United States,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2018,,5.100240336,,B,Time series break,D,Definition differs,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,USA,United States,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2018,,7.465048202,,B,Time series break,D,Definition differs,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,USA,United States,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2021,,7.455010025,,B,Time series break,D,Definition differs,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,USA,United States,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2021,,16.12508316,,B,Time series break,D,Definition differs,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,USA,United States,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2021,,4.959101215,,B,Time series break,D,Definition differs,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,USA,United States,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2017,,8.312958435,,D,Definition differs,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,USA,United States,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2017,,11.24721604,,D,Definition differs,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2015,,71.6804,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2016,,73.5514,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2021,,75.3673,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2023,,75.6053,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2021,,88.8301,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2023,,89.2404,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2023,,13.0425,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2018,,88.0931,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2020,,8.5439,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2020,,87.9081,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2019,,87.9012,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2024,,20.968400000000003,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2023,,6.3839999999999995,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2018,,73.7807,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2020,,5.1681,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2020,,74.2395,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2019,,74.21039999999999,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2024,,11.2067,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2017,,93.28880000000001,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2015,,93.5449,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2016,,93.733,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2021,,94.04010000000001,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2023,,94.6686,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2023,,30.4003,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2020,,17.0571,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2020,,94.1892,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2018,,93.8031,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2019,,93.97670000000001,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2024,,41.166799999999995,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2017,,87.804,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2015,,87.4953,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2016,,87.88380000000001,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2021,,6.1213999999999995,,B,Time series break,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2021,,28.413800000000002,,B,Time series break,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU27,European Union (27 countries),A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2021,,12.5501,,B,Time series break,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU28,European Union (28 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2018,,74.4872,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EU28,European Union (28 countries),A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2019,,75.17859999999999,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
